FFQ	129	0	0	235	0	0	0	0	0	0	0	0	0	519378	0	0	0	0	0	0	0	0	0	464615	0	0	0	0	567491	0	0	0	0	918686	0	0	0	0	3031873	0	0	0	16287662	0
FFQ	130	0	0	2	0	0	0	0	0	0	0	0	0	540387	0	0	0	0	0	0	0	0	0	479739	0	0	0	0	593651	0	0	0	0	927434	0	0	0	0	3096079	0	0	0	16152144	0
FFQ	131	0	0	3	0	0	0	0	0	0	0	0	0	554304	0	0	0	0	0	0	0	0	0	487236	0	0	0	0	620525	0	0	0	0	922352	0	0	0	0	3149036	0	0	0	16055477	0
FFQ	132	0	0	0	0	0	0	0	0	0	0	0	0	614246	0	0	0	0	0	0	0	0	0	503956	0	0	0	0	643109	0	0	0	0	933905	0	0	0	0	3198547	0	0	0	15894673	0
FFQ	133	0	0	0	0	0	0	0	0	0	0	0	0	603278	0	0	0	0	0	0	0	0	0	516665	0	0	0	0	648177	0	0	0	0	948900	0	0	0	0	3270668	0	0	0	15800218	0
FFQ	134	0	0	0	0	0	0	0	0	0	0	0	0	638742	0	0	0	0	0	0	0	0	0	483715	0	0	0	0	652462	0	0	0	0	957028	0	0	0	0	3333923	0	0	0	15721496	0
FFQ	135	0	0	221	0	0	0	0	0	0	0	0	0	678000	0	0	0	0	0	0	0	0	0	475600	0	0	0	0	660538	0	0	0	0	968411	0	0	0	0	3390575	0	0	0	15613476	0
FFQ	136	0	0	94	0	0	0	0	0	0	0	0	0	728055	0	0	0	0	0	0	0	0	0	439750	0	0	0	0	650281	0	0	0	0	973522	0	0	0	0	3440321	0	0	0	15554206	0
FFQ	137	0	0	0	0	0	0	0	0	0	0	0	0	753838	0	0	0	0	0	0	0	0	0	436766	0	0	0	0	655926	0	0	0	0	979696	0	0	0	0	3469475	0	0	0	15489792	0
FFQ	138	0	0	0	0	0	0	0	0	3066	0	0	0	790088	0	0	0	0	0	0	0	0	0	436180	0	0	0	0	662960	0	0	0	0	1008292	0	0	0	0	3519669	0	0	0	15364169	0
FFQ	139	0	0	0	0	0	0	0	0	5719	0	0	0	809827	0	0	0	0	0	0	0	0	0	442883	0	0	0	0	673041	0	0	0	0	1036974	0	0	0	0	3568341	0	0	0	15245850	0
FFQ	140	0	0	187	0	0	0	0	0	12173	0	0	0	824558	0	0	0	0	0	0	0	0	0	459594	0	0	0	0	683924	0	0	0	0	1080395	0	0	0	0	3598330	0	0	0	15119669	0
FFQ	141	0	0	8	0	0	0	0	0	35567	0	0	0	820580	0	0	0	0	0	0	0	0	0	467740	0	0	0	0	677516	0	0	0	0	1173299	0	0	0	0	3547496	0	0	0	15047308	0
FFQ	142	0	0	211	0	0	0	0	0	70437	0	0	0	812098	0	0	0	0	0	0	0	0	0	485906	0	0	0	0	674384	0	0	0	0	1310414	0	0	0	0	3474745	0	0	0	14917330	0
FFQ	143	0	0	462	0	0	0	0	0	85196	0	0	0	823452	0	0	0	0	0	0	0	0	0	504901	0	0	0	0	687479	0	0	0	0	1374004	0	0	0	0	3498345	0	0	0	14769717	0
FFQ	144	0	0	1072	0	0	0	0	0	97724	0	0	0	838006	0	0	0	0	0	0	0	0	0	520034	0	0	0	0	694492	0	0	0	0	1430448	0	0	0	0	3516673	0	0	0	14644324	0
FFQ	145	0	0	35	0	0	0	0	0	148022	0	0	0	801764	0	0	0	0	0	0	0	0	0	538809	0	0	0	0	683189	0	0	0	0	1595766	0	0	0	0	3401524	0	0	0	14572861	0
FFQ	146	0	0	53	0	0	0	0	0	184668	0	0	0	785016	0	0	0	0	0	0	0	0	0	553834	0	0	0	0	678430	0	0	0	0	1712523	0	0	0	0	3327816	0	0	0	14498807	0
FFQ	147	0	0	0	0	0	0	0	0	205340	0	0	0	779071	0	0	0	0	0	0	0	0	0	569169	0	0	0	0	692677	0	0	0	0	1776717	0	0	0	0	3264411	0	0	0	14452938	0
FFQ	148	0	0	350	0	0	0	0	0	218520	0	0	0	789564	0	0	0	0	0	0	0	0	0	585894	0	0	0	0	712831	0	0	0	0	1824649	0	0	0	0	3246443	0	0	0	14361167	0
FFQ	149	0	0	34	0	0	0	0	0	231885	0	0	0	802645	0	0	0	0	0	0	0	0	0	606139	0	0	0	0	749393	0	0	0	0	1865725	0	0	0	0	3213391	0	0	0	14269334	0
FFQ	150	0	0	0	0	0	0	0	0	475728	0	0	0	1524279	0	0	0	0	0	0	0	0	0	1177777	0	0	0	0	1357680	0	0	0	0	3089366	0	0	0	0	4296129	0	0	0	9816554	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	233600	0	0	0	0	0	0	0	0	0	701375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941926	0	0	0	0	19934140	0	0	0	0	6	0	0	0	0	0
LFQ	2	0	0	1	0	0	0	0	0	0	0	0	0	524013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655661	0	0	0	0	20630950	0	0	0	0	422	0	0	0	0	0
LFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	633476	0	0	0	0	0	0	0	0	0	166	0	0	0	0	805825	0	0	0	0	6002585	0	0	0	0	14368995	0	0	0	0	0
LFQ	4	0	0	2	0	0	0	0	0	0	0	0	0	466734	0	0	0	0	0	0	0	0	0	83974	0	0	0	0	525945	0	0	0	0	2080016	0	0	0	0	18654376	0	0	0	0	0
LFQ	5	0	0	52	0	0	0	0	0	0	0	0	0	404349	0	0	0	0	0	0	0	0	0	262563	0	0	0	0	280775	0	0	0	0	1266954	0	0	0	0	19596350	0	0	0	4	0
LFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	359874	0	0	0	0	0	0	0	0	0	222176	0	0	0	0	323985	0	0	0	0	985096	0	0	0	0	3062254	0	0	0	16857662	0
LFQ	7	0	0	0	0	0	0	0	0	0	0	0	0	344084	0	0	0	0	0	0	0	0	0	192601	0	0	0	0	297598	0	0	0	0	824015	0	0	0	0	2489492	0	0	0	17663257	0
LFQ	8	0	0	367	0	0	0	0	0	0	0	0	0	345247	0	0	0	0	0	0	0	0	0	222106	0	0	0	0	301858	0	0	0	0	754562	0	0	0	0	2313150	0	0	0	17873757	0
LFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	332355	0	0	0	0	0	0	0	0	0	223362	0	0	0	0	338754	0	0	0	0	640973	0	0	0	0	2097429	0	0	0	18178174	0
LFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	334673	0	0	0	0	0	0	0	0	0	237481	0	0	0	0	411876	0	0	0	0	553413	0	0	0	0	2050659	0	0	0	18222945	0
LFQ	11	0	0	0	0	0	0	0	0	0	0	0	0	344002	0	0	0	0	0	0	0	0	0	249873	0	0	0	0	423997	0	0	0	0	569477	0	0	0	0	2068929	0	0	0	18154769	0
LFQ	12	0	0	4	0	0	0	0	0	0	0	0	0	352146	0	0	0	0	0	0	0	0	0	255642	0	0	0	0	430275	0	0	0	0	575977	0	0	0	0	2053230	0	0	0	18143773	0
LFQ	13	0	0	0	0	0	0	0	0	0	0	0	0	358192	0	0	0	0	0	0	0	0	0	260192	0	0	0	0	434840	0	0	0	0	581135	0	0	0	0	2060815	0	0	0	18115873	0
LFQ	14	0	0	0	0	0	0	0	0	0	0	0	0	370513	0	0	0	0	0	0	0	0	0	272172	0	0	0	0	446170	0	0	0	0	596041	0	0	0	0	2071400	0	0	0	18054751	0
LFQ	15	0	0	0	0	0	0	0	0	0	0	0	0	384957	0	0	0	0	0	0	0	0	0	269133	0	0	0	0	445506	0	0	0	0	590044	0	0	0	0	2084289	0	0	0	18037118	0
LFQ	16	0	0	0	0	0	0	0	0	0	0	0	0	379895	0	0	0	0	0	0	0	0	0	276209	0	0	0	0	458380	0	0	0	0	604608	0	0	0	0	2112505	0	0	0	17979450	0
LFQ	17	0	0	1	0	0	0	0	0	0	0	0	0	383752	0	0	0	0	0	0	0	0	0	274146	0	0	0	0	457219	0	0	0	0	604610	0	0	0	0	2135653	0	0	0	17955666	0
LFQ	18	0	0	27	0	0	0	0	0	0	0	0	0	388748	0	0	0	0	0	0	0	0	0	276021	0	0	0	0	460118	0	0	0	0	609310	0	0	0	0	2133998	0	0	0	17942825	0
LFQ	19	0	0	0	0	0	0	0	0	0	0	0	0	393077	0	0	0	0	0	0	0	0	0	276774	0	0	0	0	466318	0	0	0	0	614368	0	0	0	0	2154215	0	0	0	17906295	0
LFQ	20	0	0	0	0	0	0	0	0	0	0	0	0	397622	0	0	0	0	0	0	0	0	0	275001	0	0	0	0	467674	0	0	0	0	612168	0	0	0	0	2176258	0	0	0	17882324	0
LFQ	21	0	0	0	0	0	0	0	0	0	0	0	0	402587	0	0	0	0	0	0	0	0	0	276293	0	0	0	0	468841	0	0	0	0	614522	0	0	0	0	2178242	0	0	0	17870562	0
LFQ	22	0	0	0	0	0	0	0	0	0	0	0	0	415932	0	0	0	0	0	0	0	0	0	281128	0	0	0	0	477303	0	0	0	0	621757	0	0	0	0	2206746	0	0	0	17808181	0
LFQ	23	0	0	0	0	0	0	0	0	0	0	0	0	422052	0	0	0	0	0	0	0	0	0	284766	0	0	0	0	481054	0	0	0	0	629410	0	0	0	0	2230838	0	0	0	17762927	0
LFQ	24	0	0	0	0	0	0	0	0	0	0	0	0	427153	0	0	0	0	0	0	0	0	0	289828	0	0	0	0	487575	0	0	0	0	634621	0	0	0	0	2248327	0	0	0	17723543	0
LFQ	25	0	0	0	0	0	0	0	0	0	0	0	0	437769	0	0	0	0	0	0	0	0	0	294764	0	0	0	0	495528	0	0	0	0	644564	0	0	0	0	2279622	0	0	0	17658800	0
LFQ	26	0	0	0	0	0	0	0	0	0	0	0	0	460737	0	0	0	0	0	0	0	0	0	303750	0	0	0	0	507079	0	0	0	0	658647	0	0	0	0	2321403	0	0	0	17559431	0
LFQ	27	0	0	267	0	0	0	0	0	0	0	0	0	468744	0	0	0	0	0	0	0	0	0	315724	0	0	0	0	528695	0	0	0	0	674653	0	0	0	0	2373729	0	0	0	17449235	0
LFQ	28	0	0	376	0	0	0	0	0	0	0	0	0	472301	0	0	0	0	0	0	0	0	0	318076	0	0	0	0	529105	0	0	0	0	682867	0	0	0	0	2398086	0	0	0	17410236	0
LFQ	29	0	0	0	0	0	0	0	0	0	0	0	0	470108	0	0	0	0	0	0	0	0	0	317190	0	0	0	0	525510	0	0	0	0	682614	0	0	0	0	2397797	0	0	0	17417828	0
LFQ	30	0	0	67	0	0	0	0	0	0	0	0	0	478354	0	0	0	0	0	0	0	0	0	320222	0	0	0	0	530179	0	0	0	0	684574	0	0	0	0	2401909	0	0	0	17395742	0
LFQ	31	0	0	86	0	0	0	0	0	0	0	0	0	481313	0	0	0	0	0	0	0	0	0	323392	0	0	0	0	534350	0	0	0	0	690503	0	0	0	0	2426107	0	0	0	17355296	0
LFQ	32	0	0	69	0	0	0	0	0	0	0	0	0	483893	0	0	0	0	0	0	0	0	0	324568	0	0	0	0	539114	0	0	0	0	693231	0	0	0	0	2427635	0	0	0	17342537	0
LFQ	33	0	0	14	0	0	0	0	0	0	0	0	0	492711	0	0	0	0	0	0	0	0	0	326513	0	0	0	0	544197	0	0	0	0	695069	0	0	0	0	2438430	0	0	0	17314113	0
LFQ	34	0	0	1	0	0	0	0	0	0	0	0	0	501909	0	0	0	0	0	0	0	0	0	333102	0	0	0	0	555300	0	0	0	0	702006	0	0	0	0	2469847	0	0	0	17248882	0
LFQ	35	0	0	58	0	0	0	0	0	0	0	0	0	522290	0	0	0	0	0	0	0	0	0	342752	0	0	0	0	570470	0	0	0	0	718267	0	0	0	0	2512203	0	0	0	17145007	0
LFQ	36	0	0	0	0	0	0	0	0	0	0	0	0	524624	0	0	0	0	0	0	0	0	0	351920	0	0	0	0	588748	0	0	0	0	729995	0	0	0	0	2561711	0	0	0	17054049	0
LFQ	37	0	0	0	0	0	0	0	0	0	0	0	0	532182	0	0	0	0	0	0	0	0	0	353311	0	0	0	0	591386	0	0	0	0	750783	0	0	0	0	2579254	0	0	0	17004131	0
LFQ	38	0	0	47	0	0	0	0	0	0	0	0	0	550218	0	0	0	0	0	0	0	0	0	363900	0	0	0	0	607864	0	0	0	0	809044	0	0	0	0	2599150	0	0	0	16880824	0
LFQ	39	0	0	49	0	0	0	0	0	0	0	0	0	559941	0	0	0	0	0	0	0	0	0	371105	0	0	0	0	617979	0	0	0	0	866405	0	0	0	0	2608111	0	0	0	16787457	0
LFQ	40	0	0	40	0	0	0	0	0	0	0	0	0	611529	0	0	0	0	0	0	0	0	0	387173	0	0	0	0	637967	0	0	0	0	903643	0	0	0	0	2650759	0	0	0	16619936	0
LFQ	41	0	0	0	0	0	0	0	0	0	0	0	0	588305	0	0	0	0	0	0	0	0	0	393932	0	0	0	0	654986	0	0	0	0	920894	0	0	0	0	2694847	0	0	0	16558083	0
LFQ	42	0	0	0	0	0	0	0	0	0	0	0	0	592525	0	0	0	0	0	0	0	0	0	392853	0	0	0	0	650238	0	0	0	0	928924	0	0	0	0	2722073	0	0	0	16524434	0
LFQ	43	0	0	16	0	0	0	0	0	0	0	0	0	607146	0	0	0	0	0	0	0	0	0	400146	0	0	0	0	660311	0	0	0	0	942233	0	0	0	0	2754732	0	0	0	16446463	0
LFQ	44	0	0	0	0	0	0	0	0	0	0	0	0	617949	0	0	0	0	0	0	0	0	0	407259	0	0	0	0	670578	0	0	0	0	956613	0	0	0	0	2779185	0	0	0	16379463	0
LFQ	45	0	0	6	0	0	0	0	0	0	0	0	0	628376	0	0	0	0	0	0	0	0	0	412200	0	0	0	0	678519	0	0	0	0	979627	0	0	0	0	2796214	0	0	0	16316105	0
LFQ	46	0	0	0	0	0	0	0	0	0	0	0	0	640812	0	0	0	0	0	0	0	0	0	419435	0	0	0	0	688402	0	0	0	0	1005681	0	0	0	0	2812768	0	0	0	16243949	0
LFQ	47	0	0	0	0	0	0	0	0	0	0	0	0	649695	0	0	0	0	0	0	0	0	0	424629	0	0	0	0	697304	0	0	0	0	1041013	0	0	0	0	2809125	0	0	0	16189281	0
LFQ	48	0	0	11	0	0	0	0	0	0	0	0	0	663883	0	0	0	0	0	0	0	0	0	430021	0	0	0	0	703687	0	0	0	0	1085420	0	0	0	0	2800212	0	0	0	16127813	0
LFQ	49	0	0	45	0	0	0	0	0	0	0	0	0	677546	0	0	0	0	0	0	0	0	0	439460	0	0	0	0	716012	0	0	0	0	1118793	0	0	0	0	2819559	0	0	0	16039632	0
LFQ	50	0	0	0	0	0	0	0	0	0	0	0	0	688392	0	0	0	0	0	0	0	0	0	445759	0	0	0	0	725360	0	0	0	0	1150467	0	0	0	0	2819368	0	0	0	15981701	0
LFQ	51	0	0	0	0	0	0	0	0	0	0	0	0	696837	0	0	0	0	0	0	0	0	0	451473	0	0	0	0	733582	0	0	0	0	1164340	0	0	0	0	2846912	0	0	0	15917903	0
LFQ	52	0	0	49	0	0	0	0	0	0	0	0	0	717529	0	0	0	0	0	0	0	0	0	459912	0	0	0	0	744313	0	0	0	0	1185783	0	0	0	0	2876744	0	0	0	15826717	0
LFQ	53	0	0	58	0	0	0	0	0	0	0	0	0	721863	0	0	0	0	0	0	0	0	0	467004	0	0	0	0	755701	0	0	0	0	1202485	0	0	0	0	2889785	0	0	0	15774151	0
LFQ	54	0	0	0	0	0	0	0	0	0	0	0	0	732321	0	0	0	0	0	0	0	0	0	473486	0	0	0	0	757154	0	0	0	0	1206954	0	0	0	0	2916952	0	0	0	15724180	0
LFQ	55	0	0	0	0	0	0	0	0	0	0	0	0	748131	0	0	0	0	0	0	0	0	0	487868	0	0	0	0	762518	0	0	0	0	1221461	0	0	0	0	2942892	0	0	0	15648177	0
LFQ	56	0	0	0	0	0	0	0	0	0	0	0	0	757179	0	0	0	0	0	0	0	0	0	503994	0	0	0	0	758054	0	0	0	0	1234251	0	0	0	0	2964132	0	0	0	15593437	0
LFQ	57	0	0	0	0	0	0	0	0	0	0	0	0	773556	0	0	0	0	0	0	0	0	0	537276	0	0	0	0	749930	0	0	0	0	1252717	0	0	0	0	3005012	0	0	0	15492556	0
LFQ	58	0	0	0	0	0	0	0	0	0	0	0	0	780580	0	0	0	0	0	0	0	0	0	569877	0	0	0	0	720929	0	0	0	0	1258375	0	0	0	0	3016013	0	0	0	15465273	0
LFQ	59	0	0	0	0	0	0	0	0	0	0	0	0	798658	0	0	0	0	0	0	0	0	0	611814	0	0	0	0	699739	0	0	0	0	1269789	0	0	0	0	3050131	0	0	0	15380916	0
LFQ	60	0	0	61	0	0	0	0	0	0	0	0	0	815960	0	0	0	0	0	0	0	0	0	641144	0	0	0	0	696769	0	0	0	0	1293078	0	0	0	0	3092283	0	0	0	15271752	0
LFQ	61	0	0	0	0	0	0	0	0	0	0	0	0	825724	0	0	0	0	0	0	0	0	0	649980	0	0	0	0	701411	0	0	0	0	1305371	0	0	0	0	3116076	0	0	0	15212192	0
LFQ	62	0	0	124	0	0	0	0	0	0	0	0	0	828996	0	0	0	0	0	0	0	0	0	657997	0	0	0	0	697075	0	0	0	0	1309578	0	0	0	0	3130828	0	0	0	15185890	0
LFQ	63	0	0	0	0	0	0	0	0	0	0	0	0	846397	0	0	0	0	0	0	0	0	0	666776	0	0	0	0	704215	0	0	0	0	1319928	0	0	0	0	3145109	0	0	0	15127802	0
LFQ	64	0	0	433	0	0	0	0	0	0	0	0	0	871966	0	0	0	0	0	0	0	0	0	683392	0	0	0	0	717162	0	0	0	0	1340063	0	0	0	0	3174684	0	0	0	15022238	0
LFQ	65	0	0	43	0	0	0	0	0	0	0	0	0	882938	0	0	0	0	0	0	0	0	0	693280	0	0	0	0	724662	0	0	0	0	1355439	0	0	0	0	3197426	0	0	0	14955873	0
LFQ	66	0	0	0	0	0	0	0	0	0	0	0	0	896313	0	0	0	0	0	0	0	0	0	700231	0	0	0	0	730498	0	0	0	0	1369486	0	0	0	0	3219291	0	0	0	14893560	0
LFQ	67	0	0	0	0	0	0	0	0	0	0	0	0	917069	0	0	0	0	0	0	0	0	0	711801	0	0	0	0	741425	0	0	0	0	1382166	0	0	0	0	3248380	0	0	0	14808252	0
LFQ	68	0	0	326	0	0	0	0	0	0	0	0	0	917246	0	0	0	0	0	0	0	0	0	722191	0	0	0	0	747044	0	0	0	0	1399514	0	0	0	0	3274608	0	0	0	14747876	0
LFQ	69	0	0	6	0	0	0	0	0	0	0	0	0	932443	0	0	0	0	0	0	0	0	0	727640	0	0	0	0	752668	0	0	0	0	1406736	0	0	0	0	3284267	0	0	0	14704776	0
LFQ	70	0	0	0	0	0	0	0	0	0	0	0	0	958843	0	0	0	0	0	0	0	0	0	741193	0	0	0	0	764980	0	0	0	0	1424272	0	0	0	0	3309124	0	0	0	14609865	0
LFQ	71	0	0	0	0	0	0	0	0	0	0	0	0	1020198	0	0	0	0	0	0	0	0	0	764838	0	0	0	0	777200	0	0	0	0	1443715	0	0	0	0	3328857	0	0	0	14473201	0
LFQ	72	0	0	0	0	0	0	0	0	0	0	0	0	1030935	0	0	0	0	0	0	0	0	0	787012	0	0	0	0	793791	0	0	0	0	1471272	0	0	0	0	3368734	0	0	0	14356036	0
LFQ	73	0	0	0	0	0	0	0	0	0	0	0	0	1005683	0	0	0	0	0	0	0	0	0	793976	0	0	0	0	799462	0	0	0	0	1491673	0	0	0	0	3400734	0	0	0	14316008	0
LFQ	74	0	0	0	0	0	0	0	0	0	0	0	0	1034334	0	0	0	0	0	0	0	0	0	795853	0	0	0	0	804371	0	0	0	0	1502511	0	0	0	0	3420657	0	0	0	14249504	0
LFQ	75	0	0	0	0	0	0	0	0	0	0	0	0	1057399	0	0	0	0	0	0	0	0	0	813899	0	0	0	0	817666	0	0	0	0	1525824	0	0	0	0	3455346	0	0	0	14136802	0
LFQ	76	0	0	60	0	0	0	0	0	0	0	0	0	1075406	0	0	0	0	0	0	0	0	0	834693	0	0	0	0	831008	0	0	0	0	1555990	0	0	0	0	3499047	0	0	0	14010446	0
LFQ	77	0	0	0	0	0	0	0	0	0	0	0	0	1066370	0	0	0	0	0	0	0	0	0	1948828	0	0	0	0	1307942	0	0	0	0	3985870	0	0	0	0	5988744	0	0	0	7508636	0
LFQ	78	0	0	0	0	0	0	0	0	0	0	0	0	971924	0	0	0	0	0	0	0	0	0	1102085	0	0	0	0	918587	0	0	0	0	2579795	0	0	0	0	4736253	0	0	0	11497497	0
LFQ	79	0	0	0	0	0	0	0	0	0	0	0	0	877277	0	0	0	0	0	0	0	0	0	828321	0	0	0	0	782604	0	0	0	0	1894858	0	0	0	0	3845645	0	0	0	13577172	0
LFQ	80	0	0	0	0	0	0	0	0	0	0	0	0	843387	0	0	0	0	0	0	0	0	0	732882	0	0	0	0	733780	0	0	0	0	1610377	0	0	0	0	3431728	0	0	0	14453455	0
LFQ	81	0	0	470	0	0	0	0	0	0	0	0	0	806687	0	0	0	0	0	0	0	0	0	687604	0	0	0	0	702655	0	0	0	0	1487746	0	0	0	0	3216457	0	0	0	14903735	0
LFQ	82	0	0	7	0	0	0	0	0	0	0	0	0	827748	0	0	0	0	0	0	0	0	0	680933	0	0	0	0	704297	0	0	0	0	1442499	0	0	0	0	3140536	0	0	0	15009057	0
LFQ	83	0	0	16	0	0	0	0	0	0	0	0	0	821738	0	0	0	0	0	0	0	0	0	678796	0	0	0	0	706619	0	0	0	0	1435567	0	0	0	0	3122869	0	0	0	15039189	0
LFQ	84	0	0	297	0	0	0	0	0	0	0	0	0	838064	0	0	0	0	0	0	0	0	0	685249	0	0	0	0	716617	0	0	0	0	1439618	0	0	0	0	3117711	0	0	0	15006986	0
LFQ	85	0	0	0	0	0	0	0	0	0	0	0	0	861567	0	0	0	0	0	0	0	0	0	702036	0	0	0	0	734332	0	0	0	0	1457814	0	0	0	0	3142823	0	0	0	14905681	0
LFQ	86	0	0	0	0	0	0	0	0	0	0	0	0	873405	0	0	0	0	0	0	0	0	0	706967	0	0	0	0	742758	0	0	0	0	1466081	0	0	0	0	3158745	0	0	0	14856000	0
LFQ	87	0	0	0	0	0	0	0	0	0	0	0	0	892709	0	0	0	0	0	0	0	0	0	719501	0	0	0	0	754815	0	0	0	0	1484440	0	0	0	0	3201633	0	0	0	14750573	0
LFQ	88	0	0	0	0	0	0	0	0	0	0	0	0	911354	0	0	0	0	0	0	0	0	0	733405	0	0	0	0	764518	0	0	0	0	1496167	0	0	0	0	3256126	0	0	0	14641824	0
LFQ	89	0	0	0	0	0	0	0	0	0	0	0	0	928061	0	0	0	0	0	0	0	0	0	754046	0	0	0	0	768807	0	0	0	0	1519714	0	0	0	0	3400137	0	0	0	14432371	0
LFQ	90	0	0	5	0	0	0	0	0	0	0	0	0	943145	0	0	0	0	0	0	0	0	0	765615	0	0	0	0	772400	0	0	0	0	1527969	0	0	0	0	3505112	0	0	0	14288585	0
LFQ	91	0	0	0	0	0	0	0	0	0	0	0	0	983020	0	0	0	0	0	0	0	0	0	796955	0	0	0	0	783673	0	0	0	0	1557535	0	0	0	0	3646052	0	0	0	14035313	0
LFQ	92	0	0	0	0	0	0	0	0	0	0	0	0	980078	0	0	0	0	0	0	0	0	0	818579	0	0	0	0	779080	0	0	0	0	1574749	0	0	0	0	3831236	0	0	0	13818526	0
LFQ	93	0	0	0	0	0	0	0	0	0	0	0	0	1009887	0	0	0	0	0	0	0	0	0	836509	0	0	0	0	784368	0	0	0	0	1592815	0	0	0	0	3984580	0	0	0	13593792	0
LFQ	94	0	0	32	0	0	0	0	0	0	0	0	0	1021261	0	0	0	0	0	0	0	0	0	854659	0	0	0	0	784647	0	0	0	0	1602530	0	0	0	0	4149491	0	0	0	13389073	0
LFQ	95	0	0	244	0	0	0	0	0	0	0	0	0	1038352	0	0	0	0	0	0	0	0	0	869623	0	0	0	0	798313	0	0	0	0	1612031	0	0	0	0	4182929	0	0	0	13299896	0
LFQ	96	0	0	0	0	0	0	0	0	0	0	0	0	1056876	0	0	0	0	0	0	0	0	0	880207	0	0	0	0	844068	0	0	0	0	1582502	0	0	0	0	4262181	0	0	0	13175230	0
LFQ	97	0	0	0	0	0	0	0	0	0	0	0	0	1079537	0	0	0	0	0	0	0	0	0	896001	0	0	0	0	881417	0	0	0	0	1575215	0	0	0	0	4326308	0	0	0	13042291	0
LFQ	98	0	0	0	0	0	0	0	0	0	0	0	0	1106031	0	0	0	0	0	0	0	0	0	915229	0	0	0	0	928787	0	0	0	0	1571908	0	0	0	0	4383452	0	0	0	12895060	0
LFQ	99	0	0	2	0	0	0	0	0	0	0	0	0	1139125	0	0	0	0	0	0	0	0	0	935745	0	0	0	0	989622	0	0	0	0	1550701	0	0	0	0	4472521	0	0	0	12712451	0
LFQ	100	0	0	0	0	0	0	0	0	0	0	0	0	1157702	0	0	0	0	0	0	0	0	0	955628	0	0	0	0	1030597	0	0	0	0	1541020	0	0	0	0	4525654	0	0	0	12589252	0
LFQ	101	0	0	0	0	0	0	0	0	0	0	0	0	1191194	0	0	0	0	0	0	0	0	0	953249	0	0	0	0	1054973	0	0	0	0	1540895	0	0	0	0	4581387	0	0	0	12477837	0
LFQ	102	0	0	17	0	0	0	0	0	0	0	0	0	1230113	0	0	0	0	0	0	0	0	0	945572	0	0	0	0	1077268	0	0	0	0	1532461	0	0	0	0	4624696	0	0	0	12389102	0
LFQ	103	0	0	0	0	0	0	0	0	0	0	0	0	1294983	0	0	0	0	0	0	0	0	0	960766	0	0	0	0	1101817	0	0	0	0	1566046	0	0	0	0	4693496	0	0	0	12181763	0
LFQ	104	0	0	0	0	0	0	0	0	0	0	0	0	1388369	0	0	0	0	0	0	0	0	0	919706	0	0	0	0	1100381	0	0	0	0	1581234	0	0	0	0	4768151	0	0	0	12040701	0
LFQ	105	0	0	4	0	0	0	0	0	0	0	0	0	1463254	0	0	0	0	0	0	0	0	0	886040	0	0	0	0	1098408	0	0	0	0	1590166	0	0	0	0	4831891	0	0	0	11928431	0
LFQ	106	0	0	0	0	0	0	0	0	0	0	0	0	1534305	0	0	0	0	0	0	0	0	0	864101	0	0	0	0	1106900	0	0	0	0	1605903	0	0	0	0	4881007	0	0	0	11805652	0
LFQ	107	0	0	0	0	0	0	0	0	3715	0	0	0	1610079	0	0	0	0	0	0	0	0	0	866048	0	0	0	0	1122226	0	0	0	0	1646915	0	0	0	0	4939366	0	0	0	11609181	0
LFQ	108	0	0	0	0	0	0	0	0	7284	0	0	0	1642650	0	0	0	0	0	0	0	0	0	880689	0	0	0	0	1136572	0	0	0	0	1673532	0	0	0	0	4965493	0	0	0	11491008	0
LFQ	109	0	0	0	0	0	0	0	0	34546	0	0	0	1691507	0	0	0	0	0	0	0	0	0	903408	0	0	0	0	1152910	0	0	0	0	1778278	0	0	0	0	4977952	0	0	0	11258315	0
LFQ	110	0	0	0	0	0	0	0	0	53144	0	0	0	1728976	0	0	0	0	0	0	0	0	0	930220	0	0	0	0	1156452	0	0	0	0	1859253	0	0	0	0	4981094	0	0	0	11087446	0
LFQ	111	0	0	7	0	0	0	0	0	114318	0	0	0	1708251	0	0	0	0	0	0	0	0	0	934014	0	0	0	0	1141601	0	0	0	0	2004575	0	0	0	0	4869827	0	0	0	11023664	0
LFQ	112	0	0	100	0	0	0	0	0	188192	0	0	0	1679834	0	0	0	0	0	0	0	0	0	959674	0	0	0	0	1130399	0	0	0	0	2171935	0	0	0	0	4729069	0	0	0	10936713	0
LFQ	113	0	0	123	0	0	0	0	0	271904	0	0	0	1627028	0	0	0	0	0	0	0	0	0	992839	0	0	0	0	1117091	0	0	0	0	2362074	0	0	0	0	4586492	0	0	0	10838066	0
LFQ	114	0	0	4	0	0	0	0	0	357721	0	0	0	1583914	0	0	0	0	0	0	0	0	0	1022954	0	0	0	0	1109197	0	0	0	0	2547817	0	0	0	0	4447965	0	0	0	10725689	0
